title,description,category,languageType,mediaURL,text
Fakfuken,"Fakfuken adalah prosesi kedua dalam tahap perkawinan. Fakfuken adalah tahap lamaran yang ditujukan kepada pihak perempuan, jika perempuan tersebut telah lebih dari 15 tahun.",Tradisi Nusantara,Papua,,"Fakfuken Fakfuken adalah prosesi kedua dalam tahap perkawinan. Fakfuken adalah tahap lamaran yang ditujukan kepada pihak perempuan, jika perempuan tersebut telah lebih dari 15 tahun."
Ararem,"Ararem adalah tradisi pengantaran mas kawin oleh pria yang didampingi oleh keluarganya. Menurut bahasa biak, ararem berarti maskawin.",Tradisi Nusantara,Papua,,"Ararem Ararem adalah tradisi pengantaran mas kawin oleh pria yang didampingi oleh keluarganya. Menurut bahasa biak, ararem berarti maskawin."
Tanam Sasi,Tanam Sasi adalah upacara kematian pada suku marind atau marind-anim. Taman Sasi dilaksanakan dengan menanm kayu setelah 40 hari kematian seseorang dan akan dicabut setelah 1.000 hari kayu tersebut ditanam.,Tradisi Nusantara,Papua,,Tanam Sasi Tanam Sasi adalah upacara kematian pada suku marind atau marind-anim. Taman Sasi dilaksanakan dengan menanm kayu setelah 40 hari kematian seseorang dan akan dicabut setelah 1.000 hari kayu tersebut ditanam.
Adat Kematian Suku Asmat,"Adat ini biasa dilakukan oleh suku asmat dengan meletakkan seseorang yang sudah meninggal diatas perahu lesung dan dibekali dengan sagu, kemudian mayat dialirkan ke laut hingga membusuk.",Tradisi Nusantara,Papua,,"Adat Kematian Suku Asmat Adat ini biasa dilakukan oleh suku asmat dengan meletakkan seseorang yang sudah meninggal diatas perahu lesung dan dibekali dengan sagu, kemudian mayat dialirkan ke laut hingga membusuk."
Iki Palek,"Upacara iki palek adalah upacara potong jari yang dilakukan saat seorang anggota keluarga ada yang meninggal. Hal ini sebagai bentuk duka cita atas kepergian anggota keluarga. Dilakukan dengan memotong 1 ruas jari menggunakan kapak atau pisau tradisional, bahkan dapat dilakukan dengan menggigit jari hingga putus.",Tradisi Nusantara,Papua,,"Iki Palek Upacara iki palek adalah upacara potong jari yang dilakukan saat seorang anggota keluarga ada yang meninggal. Hal ini sebagai bentuk duka cita atas kepergian anggota keluarga. Dilakukan dengan memotong 1 ruas jari menggunakan kapak atau pisau tradisional, bahkan dapat dilakukan dengan menggigit jari hingga putus."
Ero Era Tu Uro,"Tradisi ini sama dengan menindik telinga anak-anak yang berumur 3-5 tahun yang bertujuan untuk menjaga telinga mereka. Anak yang akan ditindik telinganya, akan dikelilingi oleh anak-anak lainnya dan ditindik telinganya dengan alat khusus.",Tradisi Nusantara,Papua,,"Ero Era Tu Uro Tradisi ini sama dengan menindik telinga anak-anak yang berumur 3-5 tahun yang bertujuan untuk menjaga telinga mereka. Anak yang akan ditindik telinganya, akan dikelilingi oleh anak-anak lainnya dan ditindik telinganya dengan alat khusus."
Snap Mor,"Ini adalah sebuah tradisi menangkap ikan ketika air laut sedang surut, sekitar bulan Juli sampai Agustus. Tradisi snap mor memiliki nilai kebersamaan dan juga rasa syukur terhadap karunia yang telah diberikan oleh tuhan.",Tradisi Nusantara,Papua,,"Snap Mor Ini adalah sebuah tradisi menangkap ikan ketika air laut sedang surut, sekitar bulan Juli sampai Agustus. Tradisi snap mor memiliki nilai kebersamaan dan juga rasa syukur terhadap karunia yang telah diberikan oleh tuhan."
Rumah Honai,"Rumah ini terdiri dari dua lantai terdiri dua lantai, lantai pertama sebagai tempaat tidur dan lantai dua untuk tempat bersantai, dan tempat makan. Bahan dari rumah honai adalah kayu dan jerami. Tempat tinggal untuk para laki-laki untuk menghalau hawa dingin di pegunungan. Selain itu, juga berfungsi sebagai tempat penyimpanan alat-alat perang dan berburu.",Rumah Adat,Papua,,"Rumah Honai Rumah ini terdiri dari dua lantai terdiri dua lantai, lantai pertama sebagai tempaat tidur dan lantai dua untuk tempat bersantai, dan tempat makan. Bahan dari rumah honai adalah kayu dan jerami. Tempat tinggal untuk para laki-laki untuk menghalau hawa dingin di pegunungan. Selain itu, juga berfungsi sebagai tempat penyimpanan alat-alat perang dan berburu."
Rumah Pohon,"Seluruh bagian rumah pohon ini terbuat dari bahan yang alami. Kerangka rumahnya erbuat dari batang-batang kayu kecil, dan lantainya menggunakan cabang pohon. Rumah pohon berfungsi agar terhindar dari binatang buas dan gangguan roh jahat.",Rumah Adat,Papua,,"Rumah Pohon Seluruh bagian rumah pohon ini terbuat dari bahan yang alami. Kerangka rumahnya erbuat dari batang-batang kayu kecil, dan lantainya menggunakan cabang pohon. Rumah pohon berfungsi agar terhindar dari binatang buas dan gangguan roh jahat."
Rumah Kariwari,"Rumah kariwari adalah rumah yang terbuat dari bambu, kayu besi, dan daun sagu. Rumah ini digunakan untuk remaja laki-laki diatas 12 tahun untuk melakukan pendidikan menuju pria dewasa  di masa mendatang.",Rumah Adat,Papua,,"Rumah Kariwari Rumah kariwari adalah rumah yang terbuat dari bambu, kayu besi, dan daun sagu. Rumah ini digunakan untuk remaja laki-laki diatas 12 tahun untuk melakukan pendidikan menuju pria dewasa  di masa mendatang."
Rumah Kaki Seribu,"Masyarakat suku arfak menyebut rumah ini sebagai ""ig mam"". Rumah ini seperti rumah panggung, namun memiliki tiang penyangga yang sangat banyak di kolong rumah. Rumah ini berfungsi untuk tinggal keluarga.Kolong dari rumah ini digunakan untuk menyimpan kayu bakar dan kandang ternak",Rumah Adat,Papua,,"Rumah Kaki Seribu Masyarakat suku arfak menyebut rumah ini sebagai ""ig mam"". Rumah ini seperti rumah panggung, namun memiliki tiang penyangga yang sangat banyak di kolong rumah. Rumah ini berfungsi untuk tinggal keluarga.Kolong dari rumah ini digunakan untuk menyimpan kayu bakar dan kandang ternak"
Papeda,"Papeda terlihat seperti bubur, namun lebih lengket dan kental. Papeda bukan hanya sekedar makanan dari sagu, tetapi juga makanan yang dihormati dan disakralkan karena selalu tersedia saat upacara adat.",Kuliner Nusantara,Papua,,"Papeda Papeda terlihat seperti bubur, namun lebih lengket dan kental. Papeda bukan hanya sekedar makanan dari sagu, tetapi juga makanan yang dihormati dan disakralkan karena selalu tersedia saat upacara adat."
Kue Lontar,"Kue ini memiliki rasa yang manis dan gurih. Kue lontar biasanya disediakan kepada tamu-tamu pada hari raya besar keagamaan. Kue ini biasanya dibuat dengan diameter 20 cm, sehingga dapat disantap oleh 8-10 orang.",Kuliner Nusantara,Papua,,"Kue Lontar Kue ini memiliki rasa yang manis dan gurih. Kue lontar biasanya disediakan kepada tamu-tamu pada hari raya besar keagamaan. Kue ini biasanya dibuat dengan diameter 20 cm, sehingga dapat disantap oleh 8-10 orang."
Ikan Kuah Kuning,Makanan ini biasanya disajikan bersama dengan papeda yang dimasukkan kedalamnya. Ikan kuah kuning dengan papeda juga biasa disajikan pada perayaan upacara penting. ,Kuliner Nusantara,Papua,,Ikan Kuah Kuning Makanan ini biasanya disajikan bersama dengan papeda yang dimasukkan kedalamnya. Ikan kuah kuning dengan papeda juga biasa disajikan pada perayaan upacara penting. 
Udang Selingkuh,"Dagingnya padat, lembut, dan berserat. Seluruh bagian tubuhnya dapat dimakan kecuali kepalanya. Udang ini memiliki kandungan gizi yang baik, dengan kalsium dan protein yang tinggi.",Kuliner Nusantara,Papua,,"Udang Selingkuh Dagingnya padat, lembut, dan berserat. Seluruh bagian tubuhnya dapat dimakan kecuali kepalanya. Udang ini memiliki kandungan gizi yang baik, dengan kalsium dan protein yang tinggi."
Sambal Colo-Colo,"Sambal colo-colo memiliki rasa pedas dan asam. Seperti sambal pada umumnya, sambal colo-colo pun digunakan sebagai menu pelengkap makanan.",Kuliner Nusantara,Papua,,"Sambal Colo-Colo Sambal colo-colo memiliki rasa pedas dan asam. Seperti sambal pada umumnya, sambal colo-colo pun digunakan sebagai menu pelengkap makanan."
Swansrai,"Minuman ini memiliki rasa yang kuat dan sedikit pahit, serta mengandung 30% alkohol. Biasanya disajikan menggunakan tempurung kelapa untuk menghormati para tamu.",Kuliner Nusantara,Papua,,"Swansrai Minuman ini memiliki rasa yang kuat dan sedikit pahit, serta mengandung 30% alkohol. Biasanya disajikan menggunakan tempurung kelapa untuk menghormati para tamu."
Es Matoa,"Es ini menggunakan buah matoa yang khas dari Papua. Buah matoa dapat menurunkan tekanan darah tinggi, menangkal penyakit kronis, melawan kuman penyakit, dan kaya akan nutrisi.",Kuliner Nusantara,Papua,,"Es Matoa Es ini menggunakan buah matoa yang khas dari Papua. Buah matoa dapat menurunkan tekanan darah tinggi, menangkal penyakit kronis, melawan kuman penyakit, dan kaya akan nutrisi."
Teh Sarang Semut,"Teh ini berasal dari tanaman efifit. Teh sarang semut memiliki banyak khasiat, dan dipercaya dapat menyembuhkan penyakit-penyakit berat, seperti gangguan jantung, kanker, malaria, dan banyak lainnya.",Kuliner Nusantara,Papua,,"Teh Sarang Semut Teh ini berasal dari tanaman efifit. Teh sarang semut memiliki banyak khasiat, dan dipercaya dapat menyembuhkan penyakit-penyakit berat, seperti gangguan jantung, kanker, malaria, dan banyak lainnya."
Koteka,"Koteka menjadi simbol kehidupan dan martabat bagi penggunanya. Terdapat 3 pola penggunaan koteka, yaitu tegak lurus, miring ke kanan, dan miring ke kiri. Masing-masing penggunaan tersebut memiliki makna tersendiri.",Pakaian Nusantara,Papua,,"Koteka Koteka menjadi simbol kehidupan dan martabat bagi penggunanya. Terdapat 3 pola penggunaan koteka, yaitu tegak lurus, miring ke kanan, dan miring ke kiri. Masing-masing penggunaan tersebut memiliki makna tersendiri."
Baju Kurung,"Baju kurung digunakan oleh wanita pada acara adat. Penggunaan baju kurung biasanya ditambah dengan hiasan-hiasan lainnya, seperti gelang dan kalung yang terbuat dari biji-bijian.",Pakaian Nusantara,Papua,,"Baju Kurung Baju kurung digunakan oleh wanita pada acara adat. Penggunaan baju kurung biasanya ditambah dengan hiasan-hiasan lainnya, seperti gelang dan kalung yang terbuat dari biji-bijian."
Hiasan Rumbai,Rumbai ini digunakan di kepala sebagai hiasan tambahan dari pakaian adat.,Pakaian Nusantara,Papua,,Hiasan Rumbai Rumbai ini digunakan di kepala sebagai hiasan tambahan dari pakaian adat.
Gigi Hewan,Gigi hewan yang digunakan adalah hewan babi. Gigi hewan ini diletakkan di antara lubang hidung pria dan digunakan sebagai identitas sebagai prajurit perang.,Pakaian Nusantara,Papua,,Gigi Hewan Gigi hewan yang digunakan adalah hewan babi. Gigi hewan ini diletakkan di antara lubang hidung pria dan digunakan sebagai identitas sebagai prajurit perang.
Rok Rumbai,"Rok rumbai biasanya dipakai bersamaan dengan baju kurung. Namun, rok rumbai ini juga dapat digunakan oleh pria. Perbedaannya, jika pria memakai rok rumbai, tidak disertai dengan baju kurung.",Pakaian Nusantara,Papua,,"Rok Rumbai Rok rumbai biasanya dipakai bersamaan dengan baju kurung. Namun, rok rumbai ini juga dapat digunakan oleh pria. Perbedaannya, jika pria memakai rok rumbai, tidak disertai dengan baju kurung."
Pakaian Sali,"Pakaian ini hanya boleh digunakan untuk wanita yang masih gadis, karena pakaian ini membedakan wanita lajang dan wanita yang sudah menikah. ",Pakaian Nusantara,Papua,,"Pakaian Sali Pakaian ini hanya boleh digunakan untuk wanita yang masih gadis, karena pakaian ini membedakan wanita lajang dan wanita yang sudah menikah. "
Papua terletak di bagian Timur Indonesia,"Papua bermula dari nama Irian yang artinya Ikut Republik Indonesia Anti-Netherland. Sebelum bernama Irian Jaya, namanya adalah Irian Barat.",Sejarah Nusantara,Papua,,"Papua terletak di bagian Timur Indonesia Papua bermula dari nama Irian yang artinya Ikut Republik Indonesia Anti-Netherland. Sebelum bernama Irian Jaya, namanya adalah Irian Barat."
Kerajaan Salawati,"Berada di kepulauan Raja Ampat yang berdiri pada abad 14, dan mencapai masa kejayaan pada abad 15. Kerajaan ini memiliki pengaruh dalam menjadi titik pertemuan antara pedagang lokal dan asing.",Sejarah Nusantara,Papua,,"Kerajaan Salawati Berada di kepulauan Raja Ampat yang berdiri pada abad 14, dan mencapai masa kejayaan pada abad 15. Kerajaan ini memiliki pengaruh dalam menjadi titik pertemuan antara pedagang lokal dan asing."
Kerajaan Waigeo,Berpusat di Pulau Waigeo. Kerajaan ini memiliki struktur pemerintahan yang terorganisir dan memainkan peran penting dalam perdagangan maritim. ,Sejarah Nusantara,Papua,,Kerajaan Waigeo Berpusat di Pulau Waigeo. Kerajaan ini memiliki struktur pemerintahan yang terorganisir dan memainkan peran penting dalam perdagangan maritim. 
Kerajaan Misool,Terletak di Pulau Misool. Kerajaan ini dikenal kekayaan sumber daya alamnya dan posisi strategis dalam jalur perdagangan.,Sejarah Nusantara,Papua,,Kerajaan Misool Terletak di Pulau Misool. Kerajaan ini dikenal kekayaan sumber daya alamnya dan posisi strategis dalam jalur perdagangan.
Frans Kaisiepo,Orang pertama yang mengibarkan bendera merah putih dan menyanyikan lagu Indonesia Raya di Papua pada masa penjajahan Belanda. Frans Kaisiepo juga berperan sebagai perwakilan dari Papua dalam konferensi malino.,Sejarah Nusantara,Papua,,Frans Kaisiepo Orang pertama yang mengibarkan bendera merah putih dan menyanyikan lagu Indonesia Raya di Papua pada masa penjajahan Belanda. Frans Kaisiepo juga berperan sebagai perwakilan dari Papua dalam konferensi malino.
Silas Papare,Sosok yang mendirikan Badan Perjuangan Irian di Yogyakarta dengan tujuan untuk membantu pemerintah Indonesia memasukkan wilayah Irian Barat ke wilayah Indonesia.,Sejarah Nusantara,Papua,,Silas Papare Sosok yang mendirikan Badan Perjuangan Irian di Yogyakarta dengan tujuan untuk membantu pemerintah Indonesia memasukkan wilayah Irian Barat ke wilayah Indonesia.
Johanes Abraham Dimara,"Pada masa penjajahan Belanda, beliau dikenal karena jasanya dalam operator trikora, operasi militer yang bertujuan untuk merebut Papua dari Belanda.",Sejarah Nusantara,Papua,,"Johanes Abraham Dimara Pada masa penjajahan Belanda, beliau dikenal karena jasanya dalam operator trikora, operasi militer yang bertujuan untuk merebut Papua dari Belanda."
Marthen Indey,Seorang polisi Belanda yang membantu dalam pemberontakan melawan Belanda di Irian Barat pada Desember 1945.,Sejarah Nusantara,Papua,,Marthen Indey Seorang polisi Belanda yang membantu dalam pemberontakan melawan Belanda di Irian Barat pada Desember 1945.
Machmud Singgirei Rumagesan,Raja muda yang memimpin gerakan revolusioner Irian Barat serta Gerakan Organisasi Pemuda Cendrawasih Muda yang memiliki tujuan untuk membantu pemerintah RI dalam memperjuangkan Irian Barat dari pengaruh Belanda.,Sejarah Nusantara,Papua,,Machmud Singgirei Rumagesan Raja muda yang memimpin gerakan revolusioner Irian Barat serta Gerakan Organisasi Pemuda Cendrawasih Muda yang memiliki tujuan untuk membantu pemerintah RI dalam memperjuangkan Irian Barat dari pengaruh Belanda.
Tugu MacArthur,Tugu ini adalah saksi Perang Pasific. Di dekat tugu ini terdapat rumah kecil yang difungsikan sebagai museum perjalanan Jendral MacArthur saat memimpin pasukannya.,Sejarah Nusantara,Papua,,Tugu MacArthur Tugu ini adalah saksi Perang Pasific. Di dekat tugu ini terdapat rumah kecil yang difungsikan sebagai museum perjalanan Jendral MacArthur saat memimpin pasukannya.
Pantai Hamadi,Pantai Hamadi menjadi saksi bagaimana pasukan sekutu menghadapi Jepang. Pantai ini menjadi lokasi mendaratnya pasukan amphibi yang dipimpin oleh Jendral Douglas MacArthur untuk pertama kalinya.,Sejarah Nusantara,Papua,,Pantai Hamadi Pantai Hamadi menjadi saksi bagaimana pasukan sekutu menghadapi Jepang. Pantai ini menjadi lokasi mendaratnya pasukan amphibi yang dipimpin oleh Jendral Douglas MacArthur untuk pertama kalinya.
Gua Binsari,Gua ini menjadi tempat perlindungan Jepang saat Perang Dunia II. Didalamnya terdapat 3 ruangan besar yang dibentuk tentara Jepang untuk suatu kepentingan.,Sejarah Nusantara,Papua,,Gua Binsari Gua ini menjadi tempat perlindungan Jepang saat Perang Dunia II. Didalamnya terdapat 3 ruangan besar yang dibentuk tentara Jepang untuk suatu kepentingan.
Sejarah Papua ,"Papua juga sering disebut sebagai Papua Barat karena Papua bisa merujuk kepada seluruh pulau Nugini termasuk belahan timur negara tetangga. Papua Barat adalah sebutan yang lebih disukai para nasionalis yang ingin memisahkan diri dari Indonesia dan membentuk negara sendiri. Provinsi ini dulu dikenal dengan panggilan Irian Barat sejak tahun 1969 hingga 1973, namanya kemudian diganti menjadi Irian Jaya oleh Soeharto pada saat meresmikan tambang tembaga dan emas Freeport, nama yang tetap digunakan secara resmi hingga tahun 2002. Nama provinsi ini diganti menjadi Papua sesuai UU No 21/2001 Otonomi Khusus Papua.",Sejarah Nusantara,Papua,,"Sejarah Papua  Papua juga sering disebut sebagai Papua Barat karena Papua bisa merujuk kepada seluruh pulau Nugini termasuk belahan timur negara tetangga. Papua Barat adalah sebutan yang lebih disukai para nasionalis yang ingin memisahkan diri dari Indonesia dan membentuk negara sendiri. Provinsi ini dulu dikenal dengan panggilan Irian Barat sejak tahun 1969 hingga 1973, namanya kemudian diganti menjadi Irian Jaya oleh Soeharto pada saat meresmikan tambang tembaga dan emas Freeport, nama yang tetap digunakan secara resmi hingga tahun 2002. Nama provinsi ini diganti menjadi Papua sesuai UU No 21/2001 Otonomi Khusus Papua."
Papua,"Luas wilayah Provinsi Papua adalah 317.062 km persegi. Berbatasan sebelah timur dengan Papua Nugini, sebelah barat Provinsi Papua Barat, sebelah selatan adalah Laut Arafura, dan sebelah utara adalah Samudera Pasifik.",Sejarah Nusantara,Papua,,"Papua Luas wilayah Provinsi Papua adalah 317.062 km persegi. Berbatasan sebelah timur dengan Papua Nugini, sebelah barat Provinsi Papua Barat, sebelah selatan adalah Laut Arafura, dan sebelah utara adalah Samudera Pasifik."
Jayapura,Kota Jayapura bersebelahan dengan Kabupaten Jayapura di sebelah barat dan Kabupaten Keerom di sebelah selatan. ,Sejarah Nusantara,Papua,,Jayapura Kota Jayapura bersebelahan dengan Kabupaten Jayapura di sebelah barat dan Kabupaten Keerom di sebelah selatan. 
Jayapura,"Kabupaten Jayapura terletak diantara Kabupaten Sarmi dari sebelah utara, bersebelahan dari selatan dengan Kabupaten Pegunungan Bintang,Yahukimo, dan Yalimo, serta bersebelahan timur dengan Kota Jayapura dan Kabupaten Keerom.",Sejarah Nusantara,Papua,,"Jayapura Kabupaten Jayapura terletak diantara Kabupaten Sarmi dari sebelah utara, bersebelahan dari selatan dengan Kabupaten Pegunungan Bintang,Yahukimo, dan Yalimo, serta bersebelahan timur dengan Kota Jayapura dan Kabupaten Keerom."
Mamberamo,Sungai ini adalah sungai terpanjang terbesar di Papua. Panjang sungai ini 1.102 km dengan kedalaman 8-33 meter. Sungai ini berhulu dari Pegunungan Jayawijaya dan bermuara di Samudera Pasifik. ,Sejarah Nusantara,Papua,,Mamberamo Sungai ini adalah sungai terpanjang terbesar di Papua. Panjang sungai ini 1.102 km dengan kedalaman 8-33 meter. Sungai ini berhulu dari Pegunungan Jayawijaya dan bermuara di Samudera Pasifik. 
Puncak Jaya,Puncak Jaya merupakan gunung tertinggi di Indonesia dan termasuk salah satu dari 7 puncak tertinggi di dunia dengan ketinggian 4.884 mdpl. Puncak Jaya adalah satu-satunya yang memiliki gletser tropika di Indonesia.,Sejarah Nusantara,Papua,,Puncak Jaya Puncak Jaya merupakan gunung tertinggi di Indonesia dan termasuk salah satu dari 7 puncak tertinggi di dunia dengan ketinggian 4.884 mdpl. Puncak Jaya adalah satu-satunya yang memiliki gletser tropika di Indonesia.
Danau Sentani,"Danau terbesar di Papua yang memiliki luas 9.360 hektar. Terdapat beberapa aktivitas yang dapat dilakukan di Danau Sentani, seperti perahu dayung, bersepeda, atau hanya sekedar menikmati keindahan Danau Sentani.",Sejarah Nusantara,Papua,,"Danau Sentani Danau terbesar di Papua yang memiliki luas 9.360 hektar. Terdapat beberapa aktivitas yang dapat dilakukan di Danau Sentani, seperti perahu dayung, bersepeda, atau hanya sekedar menikmati keindahan Danau Sentani."
Jembatan Youtefa,"Jembatan ini memiliki panjang 1,36 km yang berfungsi untuk menghubungkan Jayapura dengan Distrik Muara Tami. Jembatan ini menjadi ikon baru Kota Jayapura karena menawarkan pemandangan indah dari atasnya.",Sejarah Nusantara,Papua,,"Jembatan Youtefa Jembatan ini memiliki panjang 1,36 km yang berfungsi untuk menghubungkan Jayapura dengan Distrik Muara Tami. Jembatan ini menjadi ikon baru Kota Jayapura karena menawarkan pemandangan indah dari atasnya."
Asal Mula Nama Irian,"Dahulu kala, hidup seorang laki-laki yang bernama Mananamakrdi. Ia memiliki kudis yang sangat bau sehingga ia diusir dari desanya, dan mengasingkan diri di suatu pulau. Di pulau tersebut, ia menemukan makhluk aneh yang meminta tolong, ia pun segera menolongnya dengan syarat makhluk tersebut dapat menyembuhkan kudisnya dan memberikan dia istri yang cantik. Suatu hari, seorang gadis bernama Insoraki hamil, dan saat melahirkan anaknya diberi nama Konori. Saat upacara perayaan, Mananamakrdi datang, Konori tiba-tiba memanggilnya ""ayah...ayah..."". Ketika sudah menikah, ia membuat kayu bakar dan meloncat ke kobaran api tersebut yang membuat istri dan anaknya berteriak. Namun saat ia keluar dari api, kudisnya sudah sembuh dan ia menjadi tampan. Insoraki dan Konori senang, Konori pun berteriak 'Irian' karena matahari sangat panas waktu itu. Semenjak itulah daerah tersebut menjadi nama 'Irian'.",Dongeng Nusantara,Papua,,"Asal Mula Nama Irian Dahulu kala, hidup seorang laki-laki yang bernama Mananamakrdi. Ia memiliki kudis yang sangat bau sehingga ia diusir dari desanya, dan mengasingkan diri di suatu pulau. Di pulau tersebut, ia menemukan makhluk aneh yang meminta tolong, ia pun segera menolongnya dengan syarat makhluk tersebut dapat menyembuhkan kudisnya dan memberikan dia istri yang cantik. Suatu hari, seorang gadis bernama Insoraki hamil, dan saat melahirkan anaknya diberi nama Konori. Saat upacara perayaan, Mananamakrdi datang, Konori tiba-tiba memanggilnya ""ayah...ayah..."". Ketika sudah menikah, ia membuat kayu bakar dan meloncat ke kobaran api tersebut yang membuat istri dan anaknya berteriak. Namun saat ia keluar dari api, kudisnya sudah sembuh dan ia menjadi tampan. Insoraki dan Konori senang, Konori pun berteriak 'Irian' karena matahari sangat panas waktu itu. Semenjak itulah daerah tersebut menjadi nama 'Irian'."
Yamko Rambe Yamko,Hee yamko rambe yamko aronawa kombe,Musik Nusantara,Papua,,Yamko Rambe Yamko Hee yamko rambe yamko aronawa kombe
Yamko Rambe Yamko,Hee yamko rambe yamko aronawa kombe,Musik Nusantara,Papua,,Yamko Rambe Yamko Hee yamko rambe yamko aronawa kombe
Yamko Rambe Yamko,Teemi nokibe kubano ko bombe ko,Musik Nusantara,Papua,,Yamko Rambe Yamko Teemi nokibe kubano ko bombe ko
Yamko Rambe Yamko,Yuma no bungo awe ade,Musik Nusantara,Papua,,Yamko Rambe Yamko Yuma no bungo awe ade
Yamko Rambe Yamko,Teemi nokibe kubano ko bombe ko,Musik Nusantara,Papua,,Yamko Rambe Yamko Teemi nokibe kubano ko bombe ko
Yamko Rambe Yamko,Yuma no bungo awe ade,Musik Nusantara,Papua,,Yamko Rambe Yamko Yuma no bungo awe ade
Yamko Rambe Yamko,Hongke hongke hongke riro,Musik Nusantara,Papua,,Yamko Rambe Yamko Hongke hongke hongke riro
Yamko Rambe Yamko,Hongke jombe jombe riro,Musik Nusantara,Papua,,Yamko Rambe Yamko Hongke jombe jombe riro
Yamko Rambe Yamko,Hongke hongke hongke riro,Musik Nusantara,Papua,,Yamko Rambe Yamko Hongke hongke hongke riro
Yamko Rambe Yamko,Hongke jombe jombe riro,Musik Nusantara,Papua,,Yamko Rambe Yamko Hongke jombe jombe riro
Tifa,Tifa merupakan alat musik seperti gendang yang berbahan dasar kayu dan dilubangi pada bagian tengahnya. Tifa biasa digunakan untuk mengiringi tarian dan juga upacara adat.,Musik Nusantara,Papua,,Tifa Tifa merupakan alat musik seperti gendang yang berbahan dasar kayu dan dilubangi pada bagian tengahnya. Tifa biasa digunakan untuk mengiringi tarian dan juga upacara adat.
Kecapi Mulut,"Alat musik ini terbuat dari bambu wuluh. Kecapi mulut dimainkan dengan cara dijepit di antara bibir, lalu ditiup sambil menarik talinya.",Musik Nusantara,Papua,,"Kecapi Mulut Alat musik ini terbuat dari bambu wuluh. Kecapi mulut dimainkan dengan cara dijepit di antara bibir, lalu ditiup sambil menarik talinya."
Pikon,"Alat ini terbuat dari sejenis bambu yang beruas-ruas dan berongga bernama Hite. Pikon yang ditiup sambil menarik talinya ini hanya akan mengeluarkan nada-nada dasar, berupa do, mi dan sol.",Musik Nusantara,Papua,,"Pikon Alat ini terbuat dari sejenis bambu yang beruas-ruas dan berongga bernama Hite. Pikon yang ditiup sambil menarik talinya ini hanya akan mengeluarkan nada-nada dasar, berupa do, mi dan sol."
Raja Ampat,"Kepulauan yang terkenal dengan keindahan alam bawah laut, surga bagi penyelam dan pecinta alam. Raja Ampat menawarkan pemandangan tropis yang menakjubkan, pantai, dan hutan hujan.",Wisata Nusantara,Papua,,"Raja Ampat Kepulauan yang terkenal dengan keindahan alam bawah laut, surga bagi penyelam dan pecinta alam. Raja Ampat menawarkan pemandangan tropis yang menakjubkan, pantai, dan hutan hujan."
Danau Sentani,"Danau besar di Papua yang dikelilingi oleh pegunungan, dengan pemandangan indah dan pulau-pulau kecil. Tempat yang ideal untuk menikmati ketenangan dan keindahan alam.",Wisata Nusantara,Papua,,"Danau Sentani Danau besar di Papua yang dikelilingi oleh pegunungan, dengan pemandangan indah dan pulau-pulau kecil. Tempat yang ideal untuk menikmati ketenangan dan keindahan alam."
Gunung Carstensz,"Salah satu puncak tertinggi di Papua, cocok untuk para pendaki yang ingin menaklukkan puncak dan menikmati pemandangan spektakuler dari ketinggian.",Wisata Nusantara,Papua,,"Gunung Carstensz Salah satu puncak tertinggi di Papua, cocok untuk para pendaki yang ingin menaklukkan puncak dan menikmati pemandangan spektakuler dari ketinggian."
Taman Nasional Lorentz,"Taman nasional terbesar di Indonesia, terletak di Papua, terkenal dengan keanekaragaman hayati dan lanskap alam yang spektakuler, termasuk hutan tropis dan gletser.",Wisata Nusantara,Papua,,"Taman Nasional Lorentz Taman nasional terbesar di Indonesia, terletak di Papua, terkenal dengan keanekaragaman hayati dan lanskap alam yang spektakuler, termasuk hutan tropis dan gletser."
Kampung Asmat,Desa tradisional suku Asmat yang terkenal dengan seni ukiran kayu dan budaya animisme yang masih sangat kuat. Pengunjung bisa belajar tentang kehidupan dan tradisi suku Asmat.,Wisata Nusantara,Papua,,Kampung Asmat Desa tradisional suku Asmat yang terkenal dengan seni ukiran kayu dan budaya animisme yang masih sangat kuat. Pengunjung bisa belajar tentang kehidupan dan tradisi suku Asmat.
Museum Papua,"Museum yang menyimpan berbagai artefak dan koleksi budaya Papua, termasuk pakaian adat, alat musik tradisional, dan barang-barang yang berkaitan dengan sejarah Papua.",Wisata Nusantara,Papua,,"Museum Papua Museum yang menyimpan berbagai artefak dan koleksi budaya Papua, termasuk pakaian adat, alat musik tradisional, dan barang-barang yang berkaitan dengan sejarah Papua."
Desa Wamena,"Terletak di lembah Baliem, desa ini terkenal dengan tradisi adat yang masih hidup kuat, termasuk upacara adat, pakaian tradisional, dan rumah adat Papua.",Wisata Nusantara,Papua,,"Desa Wamena Terletak di lembah Baliem, desa ini terkenal dengan tradisi adat yang masih hidup kuat, termasuk upacara adat, pakaian tradisional, dan rumah adat Papua."
Danau Paniai,"Selain keindahan alamnya, Danau Paniai juga menjadi saksi kehidupan suku-suku Papua, yang masih melaksanakan tradisi dan adat istiadat mereka di sekitar danau.",Wisata Nusantara,Papua,,"Danau Paniai Selain keindahan alamnya, Danau Paniai juga menjadi saksi kehidupan suku-suku Papua, yang masih melaksanakan tradisi dan adat istiadat mereka di sekitar danau."
